# Cluster size distribution ➜ 1 frames analysed.
     15 ➜ 1     # +/- 0.00000
      8 ➜ 1     # +/- 0.00000
      4 ➜ 1     # +/- 0.00000
      3 ➜ 1     # +/- 0.00000
      2 ➜ 4     # +/- 0.00000
