# Cluster size distribution ➜ 1 frames analysed.
      6 ➜ 2     # +/- 0.00000
      5 ➜ 2     # +/- 0.00000
      4 ➜ 2     # +/- 0.00000
      3 ➜ 1     # +/- 0.00000
      2 ➜ 4     # +/- 0.00000
