# Cluster size distribution ➜ 1 frames analysed.
# Size ➜ Number of clusters
# Concentration ➜ 0.44047619047619047
     15 ➜ 1     # +/- 0.00000
      8 ➜ 1     # +/- 0.00000
      4 ➜ 1     # +/- 0.00000
      3 ➜ 1     # +/- 0.00000
      2 ➜ 4     # +/- 0.00000
